"Company Name","Website","Phone","Email","Address","Category","Website Status","Lead Score","Qualification Level","SSL Status","Source","Rating","Created At","Searched Keyword","Searched Location"
"SWADIST FOOD COURT","https://www.google.com/searchviewer/42?cvd=clw_eickjeicijigehkif9lx29ipeqonl2cvmtfuyjnndmzsmhgcogmi8a0%3d&hl=en-in&gl=in&fo_m=mfohqo559jfvmuozjvpjpl1ymfz3binywbdumfaxtpp5kxh-&utm_source=tactile&gei=3amratayb4ojsemp0ft6mae&ei=3amratayb4ojsemp0ft6mae&fo_s=oa,soe&opi=79508299&ordertype=2&ebb=1&cs=0&foub=mcpp","","","
SWADIST FOOD COURT, Vastral, Ahmedabad, Gujarat 382418","Vegetarian restaurant","unknown","70","","","google-maps","5","2026-06-12T06:14:56.561Z","Restaurant","Vastral"
"Shanti Restaurant","http://www.shantibhajipavcentre.com","08264000444","","
Metro Station, PUSHP BUSINESS CAMPUS, Ground Floor, Sardar Patel Ring Rd, opposite Vastral - Singarva Road, Vastral, Ahmedabad, Gujarat 382418","Indian restaurant","unknown","75","","","google-maps","3.8","2026-06-12T06:15:01.749Z","Restaurant","Vastral"
"Shree Khodiyar Kathiyawadi Dhaba Vastral","https://www.google.com/searchviewer/42?cvd=clw_eickjeicijigehkif9lx29ipeqonl2cvmtf5yjnnoddfnrgbogmi8a0%3d&hl=en-in&gl=in&fo_m=mfohqo559jfvmuozjvpjpl1ymfz3binywbdumfaxtpp5kxh-&utm_source=tactile&gei=6qmravwcgayrnespr-bg4qq&ei=6qmravwcgayrnespr-bg4qq&fo_s=oa,soe&opi=79508299&ordertype=1&ebb=1&cs=0&foub=mcpp","06353381360","","
135, Sardar Patel Ring Rd, Pranami Nagar, Vastral, Ahmedabad, Gujarat 382418","Restaurant","unknown","80","","","google-maps","4","2026-06-12T06:15:10.101Z","Restaurant","Vastral"
"Reliance SMART Bazaar","https://stores.reliancesmartbazaar.com/reliance-smart-bazaar-hypermarket-vastral-ahmedabad-280040/home","18008910001","","
City Gold Center I, Sardar Patel Ring Rd, opp. Rapid Action Force Head Quarters, Vrundavan Bihar, Vastral, Ahmedabad, Gujarat 382418","Hypermarket","unknown","75","","","google-maps","3.7","2026-06-12T06:15:52.659Z","Grocery Store","Vastral"
"Star - Kankubaug Mall, Vastral","https://starbazaarindia.com","09029002233","","
Kankubag Mall, Nirant Cross Rd, Vastral, Ahmedabad, Gujarat 382418","Grocery store","unknown","80","","","google-maps","4.2","2026-06-12T06:16:01.520Z","Grocery Store","Vastral"
"Gurudev provision and grocery store, vastral, Ahmedabad","","09925285262","","
Nirant Cross Rd, opposite jalsaghar society, Madhav Park-1, Pranami Nagar, Vastral, Ahmedabad, Gujarat 382418","Indian grocery store","unknown","60","","","google-maps","4.4","2026-06-12T06:16:05.831Z","Grocery Store","Vastral"
"SHREE UMIYA SEASONAL STORES","","09824372706","","
Shop No 01 Vastral Road Pranami Nagar Mahadev Nagar Tekara, Vastral, Ahmedabad, Gujarat 382418","Grocery store","unknown","65","","","google-maps","4.7","2026-06-12T06:16:10.252Z","Grocery Store","Vastral"
"Shree Veer Krupa Supermarket","","09825702412","","
FF,Harsiddhi shoping center, Vastral Road, Mahadev Nagar Tekra, Ahmedabad, Gujarat 382418","Supermarket","unknown","60","","","google-maps","4.1","2026-06-12T06:16:14.387Z","Grocery Store","Vastral"
"Radhe Super Market","https://business.google.com/create?fp=9571077116879357767&hl=en&authuser=0&gmbsrc=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&ppsrc=gmbmi&utm_campaign=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0","09558244457","","
Metro Mall, 24 25, Bapa Sitaram Chowk, Vastral, Ahmedabad, Gujarat 382418","Supermarket","unknown","85","","","google-maps","4.5","2026-06-12T06:16:18.048Z","Grocery Store","Vastral"
"Vinayak Super Mart","","07756014353","","
B30, RTO Rd, Vastral, Ahmedabad, Gujarat 382418","Korean grocery store","unknown","65","","","google-maps","4.9","2026-06-12T06:16:27.482Z","Grocery Store","Vastral"
"Shiv Shakti provition store","","09033159467","","
shop A.4 shivalik duplex baglow, opp., Vastral Road, Ahmedabad, Gujarat 382418","Indian grocery store","unknown","65","","","google-maps","4.6","2026-06-12T06:16:31.813Z","Grocery Store","Vastral"
"Utsav super market","https://business.google.com/create?fp=13218790753019273873&hl=en&authuser=0&gmbsrc=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&ppsrc=gmbmi&utm_campaign=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0","","","
B/h, Reliance petrol pump Rd, Shop no 13/14/15 Mahaveer status, nr. Om circle, Vastral, Ahmedabad, Gujarat 382418","General store","unknown","65","","","google-maps","4","2026-06-12T06:16:35.835Z","Grocery Store","Vastral"
"Go Shreshthatam Organic Mart","https://bit.ly/goshreshthatam","08401552613","","
FF-103,Vedant Scarlatte, opp. BAPS Temple, in front of Metro pillar 135, Vastral, Ahmedabad, Gujarat 382418","Supermarket","unknown","85","","","google-maps","4.9","2026-06-12T06:16:44.128Z","Grocery Store","Vastral"
"DUTT SUPER MARKET","","09727144620","","
4, Vidhi Apprtment, Swaminarayan Temple Rd, opp. ALOK-5, Vastral, Ahmedabad, Gujarat 382418","Supermarket","unknown","60","","","google-maps","4.2","2026-06-12T06:16:48.306Z","Grocery Store","Vastral"
"Shree Chamunda General Store","","","","
Shop No 18, shyam residency, 1, opp. Krish Avenue, Vastral, Ahmedabad, Gujarat 382418","Indian grocery store","unknown","50","","","google-maps","5","2026-06-12T06:16:52.664Z","Grocery Store","Vastral"
"Dhanlaxmi Provision Store","https://business.google.com/create?fp=11015589862754521647&hl=en&authuser=0&gmbsrc=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&ppsrc=gmbmi&utm_campaign=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0","09427400190","","
XMV4+3FJ, Vastral, Ahmedabad, Gujarat 382418","Grocery store","unknown","80","","","google-maps","4.2","2026-06-12T06:17:01.449Z","Grocery Store","Vastral"
"Sahani Fashion (Best men's clothing shop-ahmedabad)","","09328408361","","
Mahadev state, Ramol police station, 72, opp. bank of Baroda, Ahmedabad, Gujarat 382449","Men's clothing store","unknown","65","","","google-maps","4.7","2026-06-12T06:17:38.383Z","Cloth","Ramol"
"S F collection","https://business.google.com/create?fp=4683988459640050092&hl=en&authuser=0&gmbsrc=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&ppsrc=gmbmi&utm_campaign=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0","","","
167, Ramol - Janta Nagar Rd, Ramol, Ahmedabad, Gujarat 382449","Clothing store","unknown","70","","","google-maps","5","2026-06-12T06:17:43.355Z","Cloth","Ramol"
"Athflex private limited","https://athflex.com","07069319266","","
Park B/H, Krish Arcade, RAGHAV INDUSTRIAL, 65-66, near Adani circle, Ramol, Ahmedabad, Gujarat 382449","Clothing store","unknown","85","","","google-maps","4.5","2026-06-12T06:17:47.063Z","Cloth","Ramol"
"Weftland men’s clothing","","09173256904","","
3, Royal complex, Bh ramol busstop, Ramol, Ahmedabad, Gujarat 382449","Clothing store","unknown","65","","","google-maps","5","2026-06-12T06:17:51.082Z","Cloth","Ramol"
"Sarvadya Trendz","","09157593259","","
Shreeji Skyline, 8, New Maninagar Rd, opp. Ankur International School, Ramol, Ahmedabad, Gujarat 382449","Women's clothing store","unknown","65","","","google-maps","5","2026-06-12T06:17:54.966Z","Cloth","Ramol"
"Bagheera Fashion","","07984183343","","
783, Ramol - Janta Nagar Rd, Janta Nagar, Ahmedabad, Gujarat 382449","Men's clothing store","unknown","65","","","google-maps","5","2026-06-12T06:18:09.747Z","Cloth","Ramol"
"King Fashion","","09724270019","","
Paper Mill, Ramol, Janta Nagar, Ahmedabad, Gujarat 382449","Clothing store","unknown","55","","","google-maps","1","2026-06-12T06:18:26.061Z","Cloth","Ramol"
"Real Fashion","https://www.instagram.com/realfashion5992?igsh=mxhqznc0dme1anayoa==","09913249390","","
09, Shanti Corporation, CTM - Ramol Rd, near surti society, Janta Nagar, Ahmedabad, Gujarat 382449","Clothing store","unknown","85","","","google-maps","5","2026-06-12T06:18:33.202Z","Cloth","Ramol"
"Park Avenue","https://vastral.myraymond.com/park-avenue","08069680246","","
Shop No. 23, East Gate Complex, 24/25, Sardar Patel Ring Rd, near Ramol Toll Plaza, Vastral, Ahmedabad, Gujarat 382418","Clothing store","unknown","85","","","google-maps","5","2026-06-12T06:18:38.564Z","Cloth","Ramol"
"Funk Of Fashion - Streetwear","http://www.funkoffashion.in","06352328277","","
Matru sanidhya, New Maninagar Rd, beside mahadev residency 03, Bage Husain Society, Ramol, Ahmedabad, Gujarat 382449","Clothing store","unknown","85","","","google-maps","4.9","2026-06-12T06:18:44.773Z","Cloth","Ramol"
"Rang Dhaaga","https://rangdhaaga.com","09265693891","","
F 404 Kranavati reviera Ahead., Karnavati Enclave, New Maninagar Rd, opp. AMC Water Tank, Ramol, Ahmedabad, Gujarat 382449","Clothing store","unknown","85","","","google-maps","5","2026-06-12T06:18:58.380Z","Cloth","Ramol"
"NOORI GARMENTS","","09725860786","","
1584/1, Surti Society, Janta Nagar, Ramol, Ahmedabad, Gujarat 382449","Clothing store","unknown","65","","","google-maps","5","2026-06-12T06:19:16.424Z","Cloth","Ramol"
"Kashi collection","https://business.google.com/create?fp=14927215966594972658&hl=en&authuser=0&gmbsrc=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&ppsrc=gmbmi&utm_campaign=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0","09106365345","","
PUSHP HEIGHTS, C-708, Ramol, Ahmedabad, Gujarat 382449","Clothing store","unknown","75","","","google-maps","","2026-06-12T06:19:22.488Z","Cloth","Ramol"
"BUUTTERFLY RESTAURANT","https://www.google.com/searchviewer/42?cvd=clw_eickjeicijigehkif9lx29ipeqonl2cvmtf2cxd6y2nqorgbogmi8a0%3d&hl=en-in&gl=in&fo_m=mfohqo559jfvmuozjvpjpl1ymfz3binywbdumfaxtpp5kxh-&utm_source=tactile&gei=cquraszhmqqdsemp9szuuq4&ei=cquraszhmqqdsemp9szuuq4&fo_s=oa,soe&opi=79508299&ordertype=1&ebb=1&cs=0&foub=mcpp","06353236430","","
SP Square, Police Station, nr. Ramol, Ramol, Ahmedabad, Gujarat 382449","Restaurant","unknown","85","","","google-maps","4.5","2026-06-12T06:19:58.625Z","Restaurant","Ramol"
"Dwarkesh Garden Restaurant","https://business.google.com/create?fp=17920928075119316372&hl=en&authuser=0&gmbsrc=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&ppsrc=gmbmi&utm_campaign=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0","","","
Ramol Toll Plaza, Ramol, Ahmedabad, Gujarat 382449","
Add place's phone number","unknown","70","","","google-maps","5","2026-06-12T06:20:07.377Z","Restaurant","Ramol"
"Shree Mahakali Dal Bati","","09725727244","","
Tol Naka, Sardar Patel Ring Rd, near Ramol, Ramol, Ahmedabad, Gujarat 382449","Rajasthani Restaurant","unknown","60","","","google-maps","4","2026-06-12T06:20:11.602Z","Restaurant","Ramol"
"Krishna Dhaba","https://krishna-dhaba.grexa.site","08128516899","","
Shop No 30/1, HP Ring Road, near Ramol Toll Plaza, Ramol, Ahmedabad, Gujarat 382449","Restaurant","unknown","80","","","google-maps","4.2","2026-06-12T06:20:20.663Z","Restaurant","Ramol"
"Shivyaa Foods","","08141789359","","
Vanch Rd, opp. Mahadev Heights, near Ramol Residency, Ramol, Ahmedabad, Gujarat 382449","Restaurant","unknown","65","","","google-maps","5","2026-06-12T06:20:24.747Z","Restaurant","Ramol"
"NEW JAMBHANI HOTEL","https://business.google.com/create?fp=5228855370900596330&hl=en&authuser=0&gmbsrc=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&ppsrc=gmbmi&utm_campaign=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0","","","
Ramol Toll Plaza, Ramol, Ahmedabad, Gujarat 382449","Family restaurant","unknown","70","","","google-maps","5","2026-06-12T06:20:34.048Z","Restaurant","Ramol"
"Lucky hotel","https://business.google.com/create?fp=16650563427696150032&hl=en&authuser=0&gmbsrc=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&ppsrc=gmbmi&utm_campaign=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0","","","
1, Ramol Ring Rd, Ramol, Ahmedabad, Gujarat 382449","Indian restaurant","unknown","65","","","google-maps","4.4","2026-06-12T06:20:37.996Z","Restaurant","Ramol"
"JK’s Kitchen Home made food","https://zomato.onelink.me/xqzv/l5w1j8fi","","","
Shreenand Heights, C-109, Sardar Patel Ring Rd, near Adani circle, Ramol, Ahmedabad, Gujarat 382449","Restaurant","unknown","70","","","google-maps","5","2026-06-12T06:20:41.984Z","Restaurant","Ramol"
"AL NOOR FAST FOOD","https://www.google.com/searchviewer/42?cvd=clw_eickjeicijigehkif9lx29ipeqonl2cvmtf6ag0wz241zxgbogmi8a0%3d&hl=en-in&gl=in&fo_m=mfohqo559jfvmuozjvpjpl1ymfz3binywbdumfaxtpp5kxh-&utm_source=tactile&gei=oqurasyngnhisempwcux2qm&ei=oqurasyngnhisempwcux2qm&fo_s=oa,soe&opi=79508299&ordertype=1&ebb=1&cs=0&foub=mcpp","09998454554","","
Shop 01, nr. ROYAL Mezban, Ramol, Ahmedabad, Gujarat 382449","Fast food restaurant","unknown","85","","","google-maps","4.9","2026-06-12T06:20:46.213Z","Restaurant","Ramol"
"HOTEL ALFA","https://www.google.com/searchviewer/42?cvd=clw_eickjeicijigehkif9lx29ipeqonl2cvmtf2ejnmyjhuxxgbogmi8a0%3d&hl=en-in&gl=in&fo_m=mfohqo559jfvmuozjvpjpl1ymfz3binywbdumfaxtpp5kxh-&utm_source=tactile&gei=pquraudti7izsemp6z_nqak&ei=pquraudti7izsemp6z_nqak&fo_s=oa,soe&opi=79508299&ordertype=1&ebb=1&cs=0&foub=mcpp","07567656767","","
Hotel Sky 2, Ramol, Ahmedabad, Gujarat 382449","Restaurant","unknown","85","","","google-maps","4.5","2026-06-12T06:20:50.379Z","Restaurant","Ramol"
"Maruti Gota and Bhojnalaya","https://business.google.com/create?fp=13122417123385108403&hl=en&authuser=0&gmbsrc=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&ppsrc=gmbmi&utm_campaign=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0","09425542331","","
9 G.F., Mahadev Shoping Center, opp. Ramol police station, Ramol, Ahmedabad, Gujarat 382449","Restaurant","unknown","85","","","google-maps","4.5","2026-06-12T06:20:54.564Z","Restaurant","Ramol"
"𝗝𝗶𝘃𝗮𝗻 𝗦𝘂𝗽𝗲𝗿 𝗠𝗮𝗿𝗸𝗲𝘁|| Best Super Market In Ahmedabad, Daily Needs Super Store In Ahmedabad, Food Store In Ahmedabad","","07574804080","","
Block C, S P Square, Beside Ramol Police Station Beside Croma Ramol - Jantanagar Road, Cross Road, New Maninagar, Ahmedabad, Gujarat 382449","Indian grocery store","unknown","60","","","google-maps","4.4","2026-06-12T06:21:47.345Z","Grocery Store","Ramol"
"AMAR SUPERMARKET","","09975028259","","
Shop no- 8 ,9,10, SHRINAND CITY-9, New Maninagar Rd, Ramol, Ahmedabad, Gujarat 382449","Grocery store","unknown","60","","","google-maps","4.3","2026-06-12T06:21:51.392Z","Grocery Store","Ramol"
"Jay Trading","https://business.google.com/create?fp=17036231512984578999&hl=en&authuser=0&gmbsrc=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&ppsrc=gmbmi&utm_campaign=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0","09979002014","","
opposite Shivam Sanidhya, near Ramol Toll Plaza, Ramol, Ahmedabad, Gujarat 382449","Grocery store","unknown","85","","","google-maps","5","2026-06-12T06:22:07.719Z","Grocery Store","Ramol"
"New Adarsh Store","","07405555845","","
6 jantanagar shopping center, Ramol - Janta Nagar Rd, opposite mahadev mandir, Janta Nagar, Ahmedabad, Gujarat 382449","Grocery store","unknown","60","","","google-maps","4.3","2026-06-12T06:22:11.824Z","Grocery Store","Ramol"
"PATHAN RUKSHARAHMED","","09537542476","","
Ne, Sortiy, Society, Ramol - Janta Nagar Rd, Ramol, Ahmedabad, Gujarat 382449","Grocery store","unknown","55","","","google-maps","3","2026-06-12T06:22:44.712Z","Grocery Store","Ramol"
"Shree Vasant creation","https://business.google.com/create?fp=3504335188067651977&hl=en&authuser=0&gmbsrc=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&ppsrc=gmbmi&utm_campaign=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0","09490940316","","
Sharnam Metrolink, F-3, opposite Apparel Park Metro Station, Industrial Area, Amraiwadi, Ahmedabad, Gujarat 380021","Clothing store","unknown","85","","","google-maps","5","2026-06-12T06:23:55.676Z","Cloth","Amraiwadi"
"SUNFLOWER FASHION HUB best garment shop in near","","09724377450","","
Azad chowk, Amraiwadi, Ahmedabad, Gujarat 380026","Clothing store","unknown","65","","","google-maps","5","2026-06-12T06:23:59.579Z","Cloth","Amraiwadi"
"Hingu & Sons The Tailor Hub - Best Men's clothing Store to Ahmedabad","https://hingu-sons-the-tailor.grexa.site","09067260270","","
2/38 Satyamnagar, Nagarvel Hanuman Rd, Amraiwadi, Ahmedabad, Gujarat 380026","Men's clothing store","unknown","85","","","google-maps","4.9","2026-06-12T06:24:04.960Z","Cloth","Amraiwadi"
"Raj Fashion","http://www.rajfashionhub.in","09898485002","","
2-13, New karnavati flat, Bhagvati nagar road, Hatkeshwear, Hatkeshwear, circle, Amraiwadi, Ahmedabad, Gujarat 380026","Clothing store","unknown","85","","","google-maps","4.5","2026-06-12T06:24:09.016Z","Cloth","Amraiwadi"
"Hatkeshwar","https://business.google.com/create?fp=16098178647562074508&hl=en&authuser=0&gmbsrc=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&ppsrc=gmbmi&utm_campaign=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0","","","
8/87, Karnawati Banglows Road, New India Colony, C.T.M, Amraiwadi, Ahmedabad, Gujarat 380026","Clothing store","unknown","70","","","google-maps","4.5","2026-06-12T06:24:21.154Z","Cloth","Amraiwadi"
"Fashion king","https://business.google.com/create?fp=10217713507092007594&hl=en&authuser=0&gmbsrc=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&ppsrc=gmbmi&utm_campaign=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0","08238494837","","
No. 64/497,GOLDEN. H.B. KHOKHRA, NR. HATKESHWAR POLICE CHOWKY,, AMRAIWADI, Ahmedabad, Gujarat 380026","Clothing store","unknown","80","","","google-maps","4.1","2026-06-12T06:24:25.203Z","Cloth","Khokhra"
"Gayatri Emporium","","09104272275","","
Shop No 3, Purvadeep School, Near, Jogeshwari Rd, Jagruti Nagar, Rabari Colony, Amraiwadi, Ahmedabad, Gujarat 380026","Clothing store","unknown","65","","","google-maps","5","2026-06-12T06:24:29.522Z","Cloth","Rabari Colony"
"Choice matching","","08200119526","","
Chamunda Nagar, road, near Sureliya Estate, Ramrajya Nagar, Amraiwadi, Ahmedabad, Gujarat 382415","Clothing store","unknown","60","","","google-maps","4.4","2026-06-12T06:24:33.497Z","Cloth","Amraiwadi"
"Majisa fashion rabari colony","","06355859452","","
pillar no.79, metro station, Umiya Nagar, Rabari Colony, Amraiwadi, Ahmedabad, Gujarat 382415","Clothing store","unknown","65","","","google-maps","4.8","2026-06-12T06:24:37.755Z","Cloth","Rabari Colony"
"Jain Silection","https://business.google.com/create?fp=5686368409766184733&hl=en&authuser=0&gmbsrc=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&ppsrc=gmbmi&utm_campaign=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0","","","
4, Ganesh Nagar Ajaytenament - 4, Amraiwadi, Ahmedabad, Gujarat 380026","Men's clothing store","unknown","65","","","google-maps","4.1","2026-06-12T06:24:42.277Z","Cloth","Amraiwadi"
"Shyam Rath Restaurant","","09979738488","","
107, Bharvi Tower, opposite Sharda Vidhyalaya, C.T.M, Amraiwadi, Ahmedabad, Gujarat 380026","North Indian restaurant","unknown","60","","","google-maps","4.3","2026-06-12T06:25:33.480Z","Restaurant","Amraiwadi"
"Hungama Dalbati Restaurant","https://www.instagram.com/hungama_restaurant2026","","","
Metro Pillar No.71, A Nr, Metro Station, 3, Sharda Shopping Center, Rabari Colony, Amraiwadi, Ahmedabad, Gujarat 380026","Restaurant","unknown","70","","","google-maps","4.8","2026-06-12T06:25:37.812Z","Restaurant","Rabari Colony"
"TANDOOR KING RESTAURANT","https://www.google.com/searchviewer/42?cvd=clw_eickjeicijigehkif9lx29ipeqonl2cvmtfznxpiogxkobgbogmi8a0%3d&hl=en-in&gl=in&fo_m=mfohqo559jfvmuozjvpjpl1ymfz3binywbdumfaxtpp5kxh-&utm_source=tactile&gei=aqyraowoialbsemp_9pr-qc&ei=aqyraowoialbsemp_9pr-qc&fo_s=oa,soe&opi=79508299&ordertype=1&ebb=1&cs=0&foub=mcpp","07041687780","","
beside Sharda Vidyalaya, Vaibhav Nagar, Parmeswar Nagar, C.T.M, Amraiwadi, Ahmedabad, Gujarat 380026","Restaurant","unknown","80","","","google-maps","4.4","2026-06-12T06:25:50.348Z","Restaurant","Amraiwadi"
"Mahadev Restaurant","","07016910366","","
367/1 Kikubhai Ki Cali, Amraiwadi, Ahmedabad, Gujarat 380026","Gujarati restaurant","unknown","60","","","google-maps","4.1","2026-06-12T06:26:03.162Z","Restaurant","Amraiwadi"
"bhudev restaurant","https://www.google.com/searchviewer/42?cvd=clw_eickjeicijigehkif9lx29ipeqonl2cvmtftbta3cwswnxgbogmi8a0%3d&hl=en-in&gl=in&fo_m=mfohqo559jfvmuozjvpjpl1ymfz3binywbdumfaxtpp5kxh-&utm_source=tactile&gei=e6yravzjjqllsempjy7s2a4&ei=e6yravzjjqllsempjy7s2a4&fo_s=oa,soe&opi=79508299&ordertype=1&ebb=1&cs=0&foub=mcpp","08200299255","","
Charbhuja Chawana and sweet mart, C.T.M, Amraiwadi, Ahmedabad, Gujarat 380026","Restaurant","unknown","85","","","google-maps","5","2026-06-12T06:26:07.427Z","Restaurant","Amraiwadi"
"BALAJI PAUVA HOUSE","https://balajipauvahouse.com","08980028858","","
1, Kanhaiya Appartment, Jogeshwari Rd, opp. Wonder Point Road, N H 8, C.T.M, Amraiwadi, Ahmedabad, Gujarat 380026","Fast food restaurant","unknown","85","","","google-maps","4.5","2026-06-12T06:26:16.382Z","Restaurant","Amraiwadi"
"Valjibhai's The Food Heritage","","08866433226","","
beside Amraiwadi Post Office, Janata Nagar, Amraiwadi, Ahmedabad, Gujarat 380026","Restaurant","unknown","65","","","google-maps","5","2026-06-12T06:26:21.421Z","Restaurant","Amraiwadi"
"SAI TULSI MEDUVADA AND DOSA.","https://wa.me/qr/y65pjmgc74qbm1","09722432234","","
24 Sarda Complex, Rabory Colony BRTS, Rabiry Colony Circle, nr. NEXA Car Showroom, Rabari Colony, Amraiwadi, Ahmedabad, Gujarat 380026","Fast food restaurant","unknown","85","","","google-maps","4.9","2026-06-12T06:26:25.636Z","Restaurant","Rabari Colony"
"The Lio' Pizza","http://theliopizza.com","07567564587","","
Kailash Colony, C.T.M, Amraiwadi, Ahmedabad, Gujarat 380026","Pizza restaurant","unknown","85","","","google-maps","4.5","2026-06-12T06:26:29.618Z","Restaurant","Amraiwadi"
"C-A-MO cafe","https://www.instagram.com/cca_amo?igsh=mwowzwv5n2rhdxhtda==","08851796226","","
Shop 11, Ground floor, RAJSHREE HEIGHTS, C-A-MO, near Aastha 99 Road, Kailash Colony, C.T.M, Amraiwadi, Ahmedabad, Gujarat 380026","Cafe","unknown","85","","","google-maps","4.8","2026-06-12T06:26:39.129Z","Restaurant","Amraiwadi"
"Bhagawati Grocery Store","","","","
Industrial Area, Amraiwadi, Ahmedabad, Gujarat 380021","Supermarket","unknown","50","","","google-maps","4.6","2026-06-12T06:27:27.213Z","Grocery Store","Amraiwadi"
"OKmart","https://okmart.netlify.app","09982239821","","
313-2, Ramji Bhagat Koladwal Marg, Rabari Colony, Amraiwadi, Ahmedabad, Gujarat 380026","Indian grocery store","unknown","85","","","google-maps","5","2026-06-12T06:27:31.041Z","Grocery Store","Rabari Colony"
"Anandraj Southindian store","","09377413781","","
Hatkeshwar Khokhra Flyover Rd, C.T.M, Amraiwadi, Ahmedabad, Gujarat 380026","Grocery store","unknown","65","","","google-maps","4.5","2026-06-12T06:27:38.739Z","Grocery Store","Khokhra"
"Shailesh Oil Depo - Best Grocery Store in Amraiwadi","","09429023101","","
43/739, Shivanand Nagar, near Nagarvel Hanuman Road, Amraiwadi, Ahmedabad, Gujarat 380023","Indian grocery store","unknown","55","","","google-maps","3.8","2026-06-12T06:27:43.086Z","Grocery Store","Amraiwadi"
"Mahavir General Stores","http://mgstore1.website3.me","09825456887","","
opp. Shiv Krupa Marraige Hall, Satyanarayan Nagar, Amraiwadi, Ahmedabad, Gujarat 380026","General store","unknown","80","","","google-maps","4.2","2026-06-12T06:27:46.896Z","Grocery Store","Amraiwadi"
"SHREE BHAIRAV STORES","","08690720333","","
Bunglow, Janata Nagar, Amraiwadi, Ahmedabad, Gujarat 380026","General store","unknown","65","","","google-maps","4.7","2026-06-12T06:27:50.803Z","Grocery Store","Amraiwadi"
"Ashirwad Anaj Bhandar","","09737693146","","
Javar Chowk, Lal Bahadur Shastri Rd, Janata Nagar, Amraiwadi, Ahmedabad, Gujarat 380026","Grocery store","unknown","65","","","google-maps","5","2026-06-12T06:27:54.764Z","Grocery Store","Amraiwadi"
"Aai shree Khodiyar kirana store","","09925813500","","
part-4, A/1, near Ajay Tenement, Ranchhod colony, Rabari Colony, Amraiwadi, Ahmedabad, Gujarat 380026","Indian grocery store","unknown","65","","","google-maps","5","2026-06-12T06:27:58.392Z","Grocery Store","Rabari Colony"
"Vardhman Super Mart","","07041719797","","
Char Rasta, opp. Gurukrupa School, near Ctm, C.T.M, Amraiwadi, Ahmedabad, Gujarat 380026","Grocery store","unknown","65","","","google-maps","5","2026-06-12T06:28:06.003Z","Grocery Store","Amraiwadi"
"Kailash Stores","","08160138667","","
Shop No 22, Ramrath Complex, nr. Hatkeshwar - CTM Road, Kailash Nagar, Amraiwadi, Ahmedabad, Gujarat 380008","Grocery store","unknown","65","","","google-maps","4.7","2026-06-12T06:28:09.740Z","Grocery Store","Amraiwadi"
